,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
502,160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,West Burlington,IA,52655,DES MOINES,50.0,10.0,44.0,13.2,20.0,6.0,50.0000000000,10.0000000000,39.2,"1221 SOUTH GEAR AVENUE
West Burlington, IA 52655
(40.81159679700045, -91.17017125699965)",40.81159679700045,-91.17017125699965
503,160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,Des Moines,IA,50314,POLK,25.555555555599998,7.3015873016,15.0,6.4285714286,,,60.0000000000,17.1428571429,30.873015873000003,"1801 HICKMAN ROAD
Des Moines, IA 50314
(41.6151077720005, -93.64249106799969)",41.6151077720005,-93.64249106799969
504,100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,Coral Gables,FL,33146,DADE,88.8888888889,17.7777777778,71.0,21.3,35.0,10.5,10.0000000000,2.0000000000,51.577777777799994,"5000 UNIVERSITY DR
Coral Gables, FL 33146
(25.724625321000474, -80.27325077599966)",25.724625321000474,-80.27325077599966
505,140010,EVANSTON HOSPITAL,2650 RIDGE AVE,Evanston,IL,60201,COOK,57.2727272727,11.4545454545,29.0,8.7,84.0,25.2,0.0000000000,0.0000000000,45.3545454545,"2650 RIDGE AVE
Evanston, IL 60201
(42.06539368900047, -87.68328443899969)",42.06539368900047,-87.68328443899969
506,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,Santa Clara,CA,95051,SANTA CLARA,78.1818181818,15.6363636364,51.0,15.3,60.0,18.0,90.0000000000,18.0000000000,66.9363636364,"700 LAWRENCE EXPRESSWAY
Santa Clara, CA 95051
(37.335409735000496, -121.99579565899973)",37.335409735000496,-121.99579565899973
507,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,Vallejo,CA,94589,SOLANO,68.8888888889,13.777777777799999,22.0,6.6,66.6666666667,20.0,30.0000000000,6.0000000000,46.3777777778,"300 HOSPITAL DR
Vallejo, CA 94589
(38.131088064000494, -122.23851907399973)",38.131088064000494,-122.23851907399973
508,50158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,Encino,CA,91436,LOS ANGELES,100.0,50.0,,,,,0.0000000000,0.0000000000,50.0,"16237 VENTURA BLVD
Encino, CA 91436
(34.156817385000465, -118.48673557599972)",34.156817385000465,-118.48673557599972
509,520204,WHEATON FRANCISCAN HEALTHCARE FRANKLIN,10101 SOUTH 27TH ST,Franklin,WI,53132,MILWAUKEE,68.8888888889,13.777777777799999,63.0,18.9,33.3333333333,10.0,20.0000000000,4.0000000000,46.677777777799996,"10101 SOUTH 27TH ST
Franklin, WI 53132
(42.860469760000456, -87.95172839099968)",42.860469760000456,-87.95172839099968
510,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,Easton,PA,18042,NORTHAMPTON,52.7272727273,10.5454545455,56.0,16.8,52.0,15.6,0.0000000000,0.0000000000,42.9454545455,"250 SOUTH 21ST STREET
Easton, PA 18042
(40.68627220600047, -75.24282119399965)",40.68627220600047,-75.24282119399965
511,390019,PALMERTON HOSPITAL,135 LAFAYETTE AVENUE,Palmerton,PA,18071,CARBON,47.7777777778,9.5555555556,28.0,8.4,23.3333333333,7.0,10.0000000000,2.0000000000,26.9555555556,"135 LAFAYETTE AVENUE
Palmerton, PA 18071
(40.80225743400047, -75.61512450699968)",40.80225743400047,-75.61512450699968
512,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,Philadelphia,PA,19140,PHILADELPHIA,72.72727272729999,14.5454545455,31.0,9.3,72.5,21.75,0.0000000000,0.0000000000,45.595454545500004,"3401 NORTH BROAD STREET
Philadelphia, PA 19140
(40.00476605500046, -75.15218240199965)",40.00476605500046,-75.15218240199965
513,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,West Hills,CA,91307,LOS ANGELES,60.9090909091,12.1818181818,8.0,2.4,52.0,15.6,0.0000000000,0.0000000000,30.181818181799997,"7300 MEDICAL CENTER DR
West Hills, CA 91307
(34.20337072200044, -118.6293857599997)",34.20337072200044,-118.6293857599997
514,290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,Henderson,NV,89052,CLARK,37.2727272727,7.454545454500001,33.0,9.9,22.0,6.6,0.0000000000,0.0000000000,23.9545454545,"3001 ST ROSE PARKWAY
Henderson, NV 89052
(36.00665719400047, -115.11476259999972)",36.00665719400047,-115.11476259999972
515,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,Manchester,NH,03103,HILLSBOROUGH,54.0,10.8,22.0,6.6,58.0,17.4,0.0000000000,0.0000000000,34.8,"1 ELLIOT WAY
Manchester, NH 03103
(42.98275583300045, -71.43477375599963)",42.98275583300045,-71.43477375599963
516,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,Rochester,NH,03867,STRAFFORD,46.6666666667,9.3333333333,75.0,22.5,43.3333333333,13.0,20.0000000000,4.0000000000,48.8333333333,"11 WHITEHALL ROAD
Rochester, NH 03867
(43.298148624000476, -70.96113323799966)",43.298148624000476,-70.96113323799966
517,450192,HILL REGIONAL HOSPITAL,101 CIRCLE DRIVE,Hillsboro,TX,76645,HILL,35.0,7.0,49.0,14.7,30.0,9.0,40.0000000000,8.0000000000,38.7,"101 CIRCLE DRIVE
Hillsboro, TX 76645
(32.01230569900048, -97.09942754299965)",32.01230569900048,-97.09942754299965
518,450213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,San Antonio,TX,782504493,BEXAR,29.090909090900002,5.8181818182,26.0,7.8,35.0,10.5,0.0000000000,0.0000000000,24.1181818182,"4502 MEDICAL DR
San Antonio, TX 782504493
(29.510012892000475, -98.57919713499967)",29.510012892000475,-98.57919713499967
519,450403,MEDICAL CENTER OF MCKINNEY,4500 MEDICAL CENTER DRIVE,Mckinney,TX,75069,COLLIN,76.3636363636,15.2727272727,53.0,15.9,74.0,22.2,0.0000000000,0.0000000000,53.372727272700004,"4500 MEDICAL CENTER DRIVE
Mckinney, TX 75069
(33.16164343300045, -96.63552810299967)",33.16164343300045,-96.63552810299967
520,340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,Dunn,NC,28334,HARNETT,51.111111111099994,10.222222222200001,40.0,12.0,73.3333333333,22.0,40.0000000000,8.0000000000,52.2222222222,"800 TILGHMAN DR
Dunn, NC 28334
(35.307348884000476, -78.63309399299965)",35.307348884000476,-78.63309399299965
521,100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,Destin,FL,32550,WALTON,53.0,10.6,65.0,19.5,60.0,18.0,0.0000000000,0.0000000000,48.1,"7800 US HWY 98 W
Destin, FL 32550
(30.376987347000465, -86.30749483499966)",30.376987347000465,-86.30749483499966
522,100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,Weston,FL,33331,BROWARD,51.818181818199996,10.3636363636,56.0,16.8,85.0,25.5,0.0000000000,0.0000000000,52.6636363636,"3100 WESTON RD
Weston, FL 33331
(26.080382106000457, -80.36541262799966)",26.080382106000457,-80.36541262799966
523,260050,ST FRANCIS HOSPITAL & HEALTH SERVICES,2016 SOUTH MAIN ST,Maryville,MO,64468-2655,NODAWAY,61.25,12.25,69.0,20.7,80.0,24.0,70.0000000000,14.0000000000,70.95,"2016 SOUTH MAIN ST
Maryville, MO 64468-2655
(40.32605125800046, -94.8740660039997)",40.32605125800046,-94.8740660039997
524,260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,Farmington,MO,63640-1921,ST. FRANCOIS,43.3333333333,8.6666666667,61.0,18.3,63.3333333333,19.0,30.0000000000,6.0000000000,51.9666666667,"1101 W LIBERTY
Farmington, MO 63640-1921
(37.78066764200048, -90.43809213199967)",37.78066764200048,-90.43809213199967
525,520066,MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,Janesville,WI,53547,ROCK,59.0909090909,11.8181818182,53.0,15.9,50.0,15.0,50.0000000000,10.0000000000,52.718181818199994,"1000 MINERAL POINT AVE
Janesville, WI 53547
(42.68679641500046, -89.03244140699968)",42.68679641500046,-89.03244140699968
526,520138,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,Milwaukee,WI,53215,MILWAUKEE,64.54545454550001,12.909090909100001,44.0,13.2,72.0,21.6,10.0000000000,2.0000000000,49.7090909091,"2900 W OKLAHOMA AVE
Milwaukee, WI 53215
(42.98859658300046, -87.94943074099967)",42.98859658300046,-87.94943074099967
527,530033,MOUNTAIN VIEW REGIONAL HOSPITAL,6550 EAST 2ND STREET,Casper,WY,82605,NATRONA,13.333333333299999,3.8095238095,82.0,35.1428571429,,,0.0000000000,0.0000000000,38.9523809524,"6550 EAST 2ND STREET
Casper, WY 82605
(42.83998319400047, -106.22799260799968)",42.83998319400047,-106.22799260799968
528,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,Plano,TX,75093,COLLIN,60.0,17.1428571429,96.0,41.1428571429,,,30.0000000000,8.5714285714,66.8571428571,"6020 W PARKER ROAD
Plano, TX 75093
(33.04508321400044, -96.83161074699967)",33.04508321400044,-96.83161074699967
529,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,Moreno Valley,CA,92555,RIVERSIDE,100.0,28.5714285714,29.0,12.4285714286,,,100.0000000000,28.5714285714,69.5714285714,"27300 IRIS AVENUE
Moreno Valley, CA 92555
(33.89552826500045, -117.1867692569997)",33.89552826500045,-117.1867692569997
530,390322,BUCKS COUNTY SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,Bensalem,PA,19020,BUCKS,100.0,28.5714285714,90.0,38.5714285714,,,90.0000000000,25.7142857143,92.85714285709999,"3300 TILLMAN DRIVE
Bensalem, PA 19020
(40.11694106200048, -74.96132686499965)",40.11694106200048,-74.96132686499965
531,450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,Kingsville,TX,78363,KLEBERG,54.4444444444,10.8888888889,45.0,13.5,50.0,15.0,0.0000000000,0.0000000000,39.3888888889,"1311 EAST GENERAL CAVAZOS BLVD
Kingsville, TX 78363
(27.491443225000467, -97.85040071399965)",27.491443225000467,-97.85040071399965
532,670059,ST LUKES LAKESIDE HOSPITAL,17400 ST LUKES WAY,The Woodlands,TX,77384,MONTGOMERY,87.14285714290001,24.8979591837,91.0,39.0,,,0.0000000000,0.0000000000,63.897959183699996,"17400 ST LUKES WAY
The Woodlands, TX 77384
(30.201850069000443, -95.45938184199969)",30.201850069000443,-95.45938184199969
533,520206,AURORA MEDICAL CENTER,36500 AURORA DRIVE,Summit,WI,53066,WAUKESHA,60.0,12.0,80.0,24.0,26.6666666667,8.0,40.0000000000,8.0000000000,52.0,"36500 AURORA DRIVE
Summit, WI 53066
(43.06396618500048, -88.46907527099967)",43.06396618500048,-88.46907527099967
534,390325,OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL RD,York,PA,17402,YORK,91.6666666667,26.190476190500004,96.0,41.1428571429,,,30.0000000000,8.5714285714,75.9047619048,"1861 POWDER MILL RD
York, PA 17402
(39.91769615700048, -76.69720210199966)",39.91769615700048,-76.69720210199966
535,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,Paterson,NJ,07503,PASSAIC,57.2727272727,11.4545454545,13.0,3.9,38.0,11.4,0.0000000000,0.0000000000,26.754545454499997,"703 MAIN ST
Paterson, NJ 07503
(40.901459273000455, -74.16578671399964)",40.901459273000455,-74.16578671399964
536,310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,Vineland,NJ,08360,CUMBERLAND,77.7777777778,15.5555555556,18.0,5.4,20.0,6.0,0.0000000000,0.0000000000,26.9555555556,"1505 W SHERMAN AVE
Vineland, NJ 08360
(39.447503206000476, -75.05916173599962)",39.447503206000476,-75.05916173599962
537,310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,Lakewood,NJ,08701,OCEAN,78.8888888889,15.777777777799999,17.0,5.1,58.0,17.4,0.0000000000,0.0000000000,38.277777777800004,"600 RIVER AVE
Lakewood, NJ 08701
(40.07389627600048, -74.21742563099963)",40.07389627600048,-74.21742563099963
538,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,Stratford,NJ,08084,CAMDEN,58.888888888900006,11.777777777799999,29.0,8.7,80.0,24.0,0.0000000000,0.0000000000,44.4777777778,"18 EAST LAUREL ROAD
Stratford, NJ 08084
(39.828561650000495, -75.00900521299963)",39.828561650000495,-75.00900521299963
539,450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DR,Brownwood,TX,76801,BROWN,47.7777777778,9.5555555556,39.0,11.7,46.6666666667,14.0,0.0000000000,0.0000000000,35.2555555556,"1501 BURNET DR
Brownwood, TX 76801
(31.677057371000444, -98.99238228199965)",31.677057371000444,-98.99238228199965
540,450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,Granbury,TX,76048,HOOD,72.0,14.4,17.0,5.1,46.6666666667,14.0,0.0000000000,0.0000000000,33.5,"1310 PALUXY RD
Granbury, TX 76048
(32.431553067000436, -97.8030891739997)",32.431553067000436,-97.8030891739997
541,450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1600 HOSPITAL PARKWAY,Bedford,TX,76022,TARRANT,45.4545454545,9.0909090909,49.0,14.7,26.0,7.8,10.0000000000,2.0000000000,33.5909090909,"1600 HOSPITAL PARKWAY
Bedford, TX 76022
(32.83286014900045, -97.12518524299969)",32.83286014900045,-97.12518524299969
542,450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,Houston,TX,77082,HARRIS,75.45454545449999,15.090909090899999,15.0,4.5,56.0,16.8,0.0000000000,0.0000000000,36.3909090909,"12141 RICHMOND AVE
Houston, TX 77082
(29.730563009000434, -95.59320854199967)",29.730563009000434,-95.59320854199967
543,450677,HUGULEY MEMORIAL MEDICAL CENTER,11801 SOUTH FREEWAY,Fort Worth,TX,76115,JOHNSON,51.818181818199996,10.3636363636,49.0,14.7,72.0,21.6,0.0000000000,0.0000000000,46.6636363636,"11801 SOUTH FREEWAY
Fort Worth, TX 76115
(32.58644239300048, -97.3190575269997)",32.58644239300048,-97.3190575269997
544,360355,"OHIO VALLEY MEDICAL CENTER, LLC",100 WEST MAIN STREET,Springfield,OH,45502,CLARK,78.3333333333,22.380952381,86.0,36.8571428571,,,10.0000000000,2.8571428571,62.0952380952,"100 WEST MAIN STREET
Springfield, OH 45502
(39.92479792300048, -83.81282890299968)",39.92479792300048,-83.81282890299968
545,50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,Yuba City,CA,95991,SUTTER,73.3333333333,20.9523809524,95.0,40.7142857143,,,40.0000000000,11.4285714286,73.0952380952,"455 PLUMAS BLVD
Yuba City, CA 95991
(39.13216054600048, -121.61353639699968)",39.13216054600048,-121.61353639699968
546,140019,SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,Shelbyville,IL,62565,SHELBY,,,,,36.6666666667,22.0,0.0000000000,0.0000000000,22.0,"200 S CEDAR ST
Shelbyville, IL 62565
(39.40569267300049, -88.8071705219997)",39.40569267300049,-88.8071705219997
547,330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,Lockport,NY,14094,NIAGARA,37.777777777800004,7.5555555556,30.0,9.0,67.5,20.25,70.0000000000,14.0000000000,50.8055555556,"521 EAST AVENUE
Lockport, NY 14094
(43.17623530700047, -78.67157098699965)",43.17623530700047,-78.67157098699965
548,360352,SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,Youngstown,OH,44512,MAHONING,91.6666666667,26.190476190500004,100.0,42.8571428571,,,0.0000000000,0.0000000000,69.04761904760001,"7630 SOUTHERN BLVD
Youngstown, OH 44512
(41.01480097400048, -80.65338340399967)",41.01480097400048,-80.65338340399967
549,360354,"WEST CHESTER HOSPITAL, LLC",7700 UNIVERSITY DRIVE,West Chester,OH,45069,BUTLER,41.0,8.2,63.0,18.9,56.0,16.8,20.0000000000,4.0000000000,47.9,"7700 UNIVERSITY DRIVE
West Chester, OH 45069
(39.3569338690005, -84.36792455299968)",39.3569338690005,-84.36792455299968
550,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,Carroll,IA,51401,CARROLL,16.6666666667,3.3333333332999997,78.0,23.4,16.6666666667,5.0,40.0000000000,8.0000000000,39.7333333333,"311 SOUTH CLARK STREET
Carroll, IA 51401
(42.05728723700048, -94.8678167819997)",42.05728723700048,-94.8678167819997
551,390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,1503 CEDAR CREST BOULEVARD,Allentown,PA,18104,LEHIGH,56.6666666667,16.1904761905,93.0,39.8571428571,,,40.0000000000,11.4285714286,67.4761904762,"1503 CEDAR CREST BOULEVARD
Allentown, PA 18104
(40.6122875690005, -75.53275301599967)",40.6122875690005,-75.53275301599967
552,330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,Medina,NY,14103,ORLEANS,50.0,10.0,29.0,8.7,65.0,19.5,0.0000000000,0.0000000000,38.2,"200 OHIO STREET
Medina, NY 14103
(43.223649399000465, -78.39708823999968)",43.223649399000465,-78.39708823999968
553,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,Poughkeepsie,NY,12601,DUTCHESS,83.3333333333,16.6666666667,21.0,6.3,47.5,14.25,0.0000000000,0.0000000000,37.2166666667,"241 NORTH ROAD
Poughkeepsie, NY 12601
(41.71856422200045, -73.93014621699967)",41.71856422200045,-73.93014621699967
554,330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,Greenport,NY,11944,SUFFOLK,17.7777777778,3.5555555556,51.0,15.3,43.3333333333,13.0,50.0000000000,10.0000000000,41.8555555556,"201 MANOR PLACE
Greenport, NY 11944
(41.110804722000466, -72.36180943299962)",41.110804722000466,-72.36180943299962
555,330108,"ST JOSEPH'S HOSPITAL, INC",555 ST JOSEPH'S BLVD,Elmira,NY,14902,CHEMUNG,56.25,11.25,21.0,6.3,85.0,25.5,50.0000000000,10.0000000000,53.05,"555 ST JOSEPH'S BLVD
Elmira, NY 14902
(42.08793679900049, -76.80412594799964)",42.08793679900049,-76.80412594799964
556,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,New York,NY,10021,NEW YORK,21.818181818200003,4.3636363636,16.0,4.8,62.0,18.6,20.0000000000,4.0000000000,31.7636363636,"100 EAST 77TH STREET
New York, NY 10021
(40.77421633300048, -73.96128368499967)",40.77421633300048,-73.96128368499967
557,330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,Bath,NY,14810,STEUBEN,52.8571428571,26.4285714286,,,,,100.0000000000,50.0000000000,76.4285714286,"7571 STATE ROUTE 54
Bath, NY 14810
(42.37288258400048, -77.27875672399966)",42.37288258400048,-77.27875672399966
558,330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,Hornell,NY,14843,STEUBEN,36.6666666667,7.333333333300001,43.0,12.9,30.0,9.0,70.0000000000,14.0000000000,43.2333333333,"411 CANISTEO STREET
Hornell, NY 14843
(42.3142466970005, -77.66012335999966)",42.3142466970005,-77.66012335999966
559,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,New York,NY,10003,NEW YORK,69.0909090909,13.8181818182,18.0,5.4,40.0,12.0,0.0000000000,0.0000000000,31.2181818182,"FIRST AVENUE AT 16TH STREET
New York, NY 10003
(40.7312479360005, -73.98872749399965)",40.7312479360005,-73.98872749399965
560,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,Lewiston,NY,14092,NIAGARA,41.1111111111,8.222222222200001,21.0,6.3,35.0,10.5,30.0000000000,6.0000000000,31.022222222199996,"5300 MILITARY ROAD
Lewiston, NY 14092
(43.15412762800048, -79.02999400799968)",43.15412762800048,-79.02999400799968
561,460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,Orem,UT,84057,UTAH,65.45454545449999,13.090909090899999,37.0,11.1,45.0,13.5,0.0000000000,0.0000000000,37.6909090909,"750 WEST 800 NORTH
Orem, UT 84057
(40.31208790700049, -111.71475115099969)",40.31208790700049,-111.71475115099969
562,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,Secaucus,NJ,07094,HUDSON,76.6666666667,15.333333333299999,14.0,4.2,26.6666666667,8.0,40.0000000000,8.0000000000,35.5333333333,"55 MEADOWLANDS PKWY
Secaucus, NJ 07094
(40.791971800000454, -74.07184404199967)",40.791971800000454,-74.07184404199967
563,320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,Roswell,NM,88201,CHAVES,55.5555555556,11.1111111111,27.0,8.1,38.0,11.4,20.0000000000,4.0000000000,34.6111111111,"405 W COUNTRY CLUB ROAD
Roswell, NM 88201
(33.42332778600047, -104.5284707139997)",33.42332778600047,-104.5284707139997
564,320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,Gallup,NM,87301,MCKINLEY,26.25,5.25,12.0,3.6,60.0,18.0,100.0000000000,20.0000000000,46.85,"516 E NIZHONI BLVD
Gallup, NM 87301
(35.50841576200048, -108.73030496999968)",35.50841576200048,-108.73030496999968
565,330004,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,Kingston,NY,12401,ULSTER,33.3333333333,6.666666666699999,17.0,5.1,52.0,15.6,0.0000000000,0.0000000000,27.366666666700002,"396 BROADWAY
Kingston, NY 12401
(41.926507323000465, -73.99579113799967)",41.926507323000465,-73.99579113799967
566,450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,Houston,TX,77090,HARRIS,45.0,12.857142857100001,84.0,36.0,,,20.0000000000,5.7142857143,54.571428571400006,"17080 RED OAK DRIVE
Houston, TX 77090
(30.01798818600048, -95.44439595399967)",30.01798818600048,-95.44439595399967
567,460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,Murray,UT,84157,SALT LAKE,66.3636363636,13.2727272727,49.0,14.7,38.0,11.4,10.0000000000,2.0000000000,41.3727272727,"5121 SOUTH COTTONWOOD STREET
Murray, UT 84157
(40.6603466360005, -111.89373522999966)",40.6603466360005,-111.89373522999966
568,310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,Newton,NJ,07860,SUSSEX,56.6666666667,11.333333333299999,19.0,5.7,40.0,12.0,0.0000000000,0.0000000000,29.0333333333,"175 HIGH ST
Newton, NJ 07860
(41.055616184000485, -74.76507406599967)",41.055616184000485,-74.76507406599967
569,440007,UNITED REGIONAL MEDICAL CENTER,1001 MCARTHUR ST,Manchester,TN,37355,COFFEE,46.6666666667,9.3333333333,95.0,28.5,90.0,27.0,30.0000000000,6.0000000000,70.8333333333,"1001 MCARTHUR ST
Manchester, TN 37355
(35.46925484900049, -86.08504222099964)",35.46925484900049,-86.08504222099964
570,450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,North Richland Hills,TX,76180,TARRANT,68.1818181818,13.6363636364,27.0,8.1,46.0,13.8,0.0000000000,0.0000000000,35.5363636364,"4401 BOOTH CALLOWAY ROAD
North Richland Hills, TX 76180
(32.82889094800049, -97.21224284699969)",32.82889094800049,-97.21224284699969
571,330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,White Plains,NY,10601,WESTCHESTER,86.0,17.2,61.0,18.3,22.0,6.6,0.0000000000,0.0000000000,42.1,"41 EAST POST R0AD
White Plains, NY 10601
(41.02629637400048, -73.76970537999966)",41.02629637400048,-73.76970537999966
572,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,Brooklyn,NY,11203,KINGS,20.0,4.0,16.0,4.8,38.0,11.4,0.0000000000,0.0000000000,20.2,"445 LENOX ROAD
Brooklyn, NY 11203
(40.6545379960005, -73.94435212499963)",40.6545379960005,-73.94435212499963
573,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,Far Rockaway,NY,11691,QUEENS,68.8888888889,13.777777777799999,8.0,2.4,12.5,3.75,0.0000000000,0.0000000000,19.9277777778,"327 BEACH 19TH STREET
Far Rockaway, NY 11691
(40.59824473600048, -73.75290174099968)",40.59824473600048,-73.75290174099968
574,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,Brooklyn,NY,11213,KINGS,40.0,8.0,28.0,8.4,90.0,27.0,30.0000000000,6.0000000000,49.4,"1545 ATLANTIC AVENUE
Brooklyn, NY 11213
(40.677905300000475, -73.93744239999967)",40.677905300000475,-73.93744239999967
575,490111,WYTHE COUNTY COMMUNITY HOSPITAL,600 WEST RIDGE ROAD,Wytheville,VA,24382,WYTHE,33.3333333333,6.666666666699999,51.0,15.3,53.3333333333,16.0,10.0000000000,2.0000000000,39.9666666667,"600 WEST RIDGE ROAD
Wytheville, VA 24382
(36.953377694000494, -81.09536697799967)",36.953377694000494,-81.09536697799967
576,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,Big Stone Gap,VA,24219,WISE,27.7777777778,5.5555555556,49.0,14.7,100.0,30.0,40.0000000000,8.0000000000,58.255555555600004,"1990 HOLTON AVENUE EAST
Big Stone Gap, VA 24219
(36.877343227000495, -82.75511600899966)",36.877343227000495,-82.75511600899966
